,COD_part,COD_sol,X_TSS_sew,NH4_sew,PO4_sew,H2O_sew,FD
2023-04-15 10:45:00,-22008023.84679128,-10523500.843740234,-15193294.498325158,-2930595.171674497,-472891.49361111165,70743738827.64725,0.08597048111442585
2023-04-15 10:50:00,-22112043.684702113,-10581772.452403326,-15269089.95414265,-2946822.7082642186,-475510.02792445326,71014063380.6151,0.08627247412466865
2023-04-15 10:55:00,-22214166.472311646,-10638996.53268175,-15343510.194639774,-2962758.528088591,-478081.4897597496,71279343884.80775,0.08656883217701834
2023-04-15 11:00:00,-22385807.02589399,-10711303.098370887,-15457441.54155228,-2982894.5337235415,-481330.70885084383,71539674458.30568,0.08685966041546626
2023-04-15 11:05:00,-22554440.433953412,-10782332.745046366,-15569372.089093305,-3002674.941658485,-484522.54740398243,71795147463.01828,0.08714506202209761
2023-04-15 11:10:00,-22784028.562749255,-10881628.563868538,-15722971.73495886,-3030326.941836811,-488984.57470548514,72219012429.91539,0.0876185826283454
2023-04-15 11:15:00,-23011190.56899206,-10979910.330167025,-15874964.705651222,-3057696.547641454,-493401.0338239615,72639432219.32578,0.0880882544954649
2023-04-15 11:20:00,-23235185.10444184,-11076831.447348492,-16024842.895066913,-3084687.2385021164,-497756.34984920465,73054276181.33739,0.08855169732871508
2023-04-15 11:25:00,-23455228.68713565,-11172028.83650639,-16172070.82148117,-3111197.9038372273,-502034.2072100975,73461386947.336,0.08900650102440745
2023-04-15 11:30:00,-23671384.657800063,-11265530.569761118,-16316691.177707145,-3137236.3611993035,-506235.86737534165,73860901338.76176,0.08945281843204712
2023-04-15 11:35:00,-23884306.028775405,-11357637.028509442,-16459149.23005062,-3162886.2611039006,-510374.8284963107,74254551864.10208,0.08989258502270336
2023-04-15 11:40:00,-24093459.90200644,-11448100.961843964,-16599080.62322684,-3188078.7488679443,-514439.9799309633,74640862442.80782,0.09032415179409405
2023-04-15 11:45:00,-24298907.89049155,-11536949.628398301,-16736526.863217793,-3212821.41550333,-518432.5465925823,75019964762.47841,0.09074766586061304
2023-04-15 11:50:00,-24500712.458490726,-11624210.697277281,-16871530.045276277,-3237121.9663303876,-522353.7718396758,75391993323.6973,0.09116327747955517
2023-04-15 11:55:00,-24698935.19929787,-11709911.430168344,-17004131.66760786,-3260987.993211443,-526204.8807227551,75757080117.37071,0.09157113410453005
2023-04-15 12:00:00,-24972392.31998749,-11804388.017329039,-17175968.838856634,-3287297.9288764475,-530450.3476141535,76115354671.55527,0.09197138043777546
2023-04-15 12:05:00,-25241092.301737413,-11897187.94092365,-17344801.212231826,-3313140.9455736806,-534620.4707630252,76466944097.41394,0.0923641584814969
2023-04-15 12:10:00,-25577019.436072085,-12018961.788677948,-17558562.65991074,-3347052.6500115865,-540092.5867064146,76985132026.77567,0.09294305196289418
2023-04-15 12:15:00,-25909253.646099307,-12139496.197800007,-17770020.531491447,-3380619.1943240594,-545509.0063568363,77498979261.39035,0.09351709627806333
2023-04-15 12:20:00,-26236836.964559827,-12258370.960712504,-17978531.173890933,-3413723.558679438,-550850.8469687268,78006011580.45079,0.09408352731241018
2023-04-15 12:25:00,-26558693.98207242,-12375124.658410849,-18183376.83758835,-3446237.2466460657,-556097.3738906145,78503592200.38277,0.09463939938396997
2023-04-15 12:30:00,-26874913.931157667,-12489791.803004315,-18384615.31540533,-3478169.8691910813,-561250.1379831057,78991888347.67253,0.09518489930911929
2023-04-15 12:35:00,-27186397.36958073,-12602752.162312508,-18582844.5615985,-3509627.184441464,-566326.2047621447,79473017532.97054,0.09572239266391867
2023-04-15 12:40:00,-27492413.35661251,-12713691.244237224,-18777576.32457269,-3540521.6123192334,-571311.4419878756,79945175658.09961,0.09624986400143815
2023-04-15 12:45:00,-27793049.137679003,-12822642.605629198,-18968867.022973623,-3570862.4977701628,-576207.3575947302,80408523674.8361,0.09676749312845613
2023-04-15 12:50:00,-28088393.123960778,-12929640.345962495,-19156773.873315826,-3600659.336850322,-581015.4839008468,80863225973.04408,0.09727546369307022
2023-04-15 12:55:00,-28378532.643289916,-13034718.06979035,-19341353.355010025,-3629921.487789724,-585737.3309842504,81309443875.19846,0.09777395591664502
2023-04-15 13:00:00,-28721539.471571475,-13129330.501864327,-19545735.976604648,-3656269.2536837435,-589988.9022989671,81747335693.62067,0.09826314665775292
2023-04-15 13:05:00,-29058556.31359774,-13222230.206192756,-19746521.176825244,-3682140.0574207753,-594163.5092656246,82177056786.64569,0.09874320947492095
2023-04-15 13:10:00,-29312251.94651352,-13283506.696479013,-19893623.542056967,-3699204.396487834,-596917.0730696273,82425600721.27823,0.09902087031356072
2023-04-15 13:15:00,-29560343.75475952,-13343212.231160501,-20037375.04836925,-3715831.254247235,-599600.0432989851,82666772152.85895,0.09929029492167103
2023-04-15 13:20:00,-29803533.319791514,-13401623.062503936,-20178232.376346793,-3732097.5617099633,-602224.83382138,82902183019.79941,0.09955328411614461
2023-04-15 13:25:00,-30042465.547376085,-13458979.508962076,-20316608.954883225,-3748070.2430021036,-604802.2437571574,83133197148.30287,0.09981136149501912
2023-04-15 13:30:00,-30277213.763117623,-13515300.939376712,-20452548.07534078,-3763754.691978331,-607333.1434783213,83359900730.39406,0.10006462334799138
2023-04-15 13:35:00,-30507452.871387716,-13570452.831413269,-20585835.0809785,-3779113.4467226886,-609811.4879938882,83581490438.6923,0.10031217223827785
2023-04-15 13:40:00,-30733654.325196836,-13624608.46980239,-20716771.085576586,-3794194.763742444,-612245.0641493488,83798942525.15468,0.10055509878510233
2023-04-15 13:45:00,-30955887.686944783,-13677786.040403528,-20845397.07046489,-3809003.707454153,-614634.6891573743,84012337122.50497,0.10079349250892741
2023-04-15 13:50:00,-31174220.38280107,-13730002.943948725,-20971752.652602952,-3823545.1236312967,-616981.1449495952,84221749940.37723,0.10102743798875284
2023-04-15 13:55:00,-31388718.796776004,-13781276.284210196,-21095876.823537536,-3837823.77534968,-619285.2001132435,84427255275.72191,0.10125701822539925
2023-04-15 14:00:00,-31642095.41553357,-13815988.888207002,-21230423.98801073,-3847490.576462715,-620845.0702928469,84628926039.16519,0.10148231467095532
2023-04-15 14:05:00,-31891043.129821133,-13850056.786455968,-21362601.60925032,-3856977.839266224,-622375.9695179586,84826833780.87706,0.10170340725767654
2023-04-15 14:10:00,-31971849.408184737,-13826609.432866795,-21389390.11807354,-3850448.1964945556,-621322.3226161667,84674730931.03021,0.10153348567705041
2023-04-15 14:15:00,-32049026.610436514,-13802774.809254238,-21414302.860844605,-3843810.706374604,-620251.2730740835,84520428714.29199,0.10136110699313403
2023-04-15 14:20:00,-32123838.865515925,-13779013.74808934,-21438145.45140907,-3837193.7019995684,-619183.5291862937,84366736775.20216,0.10118941008036085
2023-04-15 14:25:00,-32197397.427397974,-13755696.287963685,-21461609.702229362,-3830700.2320911586,-618135.7192692547,84215905135.7238,0.10102090855008608
2023-04-15 14:30:00,-32269727.039791845,-13732815.357277947,-21484703.866763372,-3824328.3273432315,-617107.5255485665,84067887898.92548,0.1008555511290979
2023-04-15 14:35:00,-32340096.091591276,-13710101.50615233,-21506960.41652862,-3818002.9510804,-616086.8398334279,83921041784.2466,0.10069150202728445
2023-04-15 14:40:00,-32409290.212336507,-13687812.02577569,-21528866.429887567,-3811795.754013486,-615085.2239430851,83776930435.23848,0.1005305080679149
2023-04-15 14:45:00,-32477331.874263603,-13665939.843800774,-21550429.099096,-3805704.7666280665,-614102.3600695287,83635508093.44604,0.10037251813231862
2023-04-15 14:50:00,-32544241.105940085,-13644477.15892758,-21571654.13469094,-3799727.8164102146,-613137.8976480117,83496724584.05719,0.10021747616771624
2023-04-15 14:55:00,-32610037.561513733,-13623416.315415442,-21592547.14032406,-3793862.771381517,-612191.4926547447,83360530668.48415,0.10006532716723109
2023-04-15 15:00:00,-32678905.113464713,-13598585.215262972,-21613113.615065116,-3786947.7814656394,-611075.6647365007,83226878026.89264,0.09991601715037177
2023-04-15 15:05:00,-32746625.122415435,-13574214.053217309,-21633358.95565264,-3780160.8755795043,-609980.5049230562,83095719241.05966,0.09976949314388171
2023-04-15 15:10:00,-32730628.258104414,-13522361.66940547,-21601671.119990863,-3765720.9712268403,-607650.4294479673,82793848885.08725,0.0994322587882984
2023-04-15 15:15:00,-32713141.492789116,-13470823.151242899,-21569434.0370479,-3751368.4724980234,-605334.4580621809,82493579619.18059,0.09909681304991604
2023-04-15 15:20:00,-32695105.937127892,-13419918.828417081,-21537236.84105121,-3737192.585128809,-603046.9853276031,82196896362.22821,0.09876537342024255
2023-04-15 15:25:00,-32677489.775278896,-13369961.147251293,-21505677.628654193,-3723280.319487704,-600802.0515536974,81905742343.63252,0.0984401107774132
2023-04-15 15:30:00,-32660287.655283988,-13320933.532980122,-21474746.159354094,-3709627.0598172504,-598598.9119250561,81620021035.66122,0.09812091728596953
2023-04-15 15:35:00,-32642816.80514653,-13272590.54912239,-21444008.92919151,-3696164.4567176295,-596426.5373339808,81338217053.90977,0.09780610003491826
2023-04-15 15:40:00,-32625754.67821012,-13225146.756662633,-21413882.538264733,-3682952.2613490894,-594294.5694449665,81061666633.66908,0.09749715179852807
2023-04-15 15:45:00,-32609095.300131604,-13178586.147423863,-21384356.720012154,-3669986.015738292,-592202.2889032242,80790276432.11052,0.09719396829921494
2023-04-15 15:50:00,-32592830.911372997,-13132892.247917384,-21355420.15681143,-3657261.1323314263,-590148.955444389,80523950163.51244,0.09689644197140763
2023-04-15 15:55:00,-32576953.87570954,-13088048.892566856,-21327061.73243677,-3644773.1093224185,-588133.8426406627,80262593338.7706,0.09660446725662594
2023-04-15 16:00:00,-32555193.47980977,-13044040.217946803,-21296345.40829289,-3632517.5290484787,-586156.2376419134,80006113231.8751,0.09631794056602982
2023-04-15 16:05:00,-32533916.50760698,-13000850.657128638,-21266237.412101783,-3620490.0564155723,-584215.4409216035,79754418847.01195,0.09603676024366722
2023-04-15 16:10:00,-32472193.850526486,-12944500.223783819,-21211093.386353698,-3604797.530673978,-581683.2379042096,79420841440.04836,0.0956641043430856
2023-04-15 16:15:00,-32411360.843744252,-12889083.198881714,-21156800.789138485,-3589364.941460733,-579192.9791902544,79092769257.28107,0.0952975985820091
2023-04-15 16:20:00,-32351603.123408068,-12834657.976254785,-21103473.590501867,-3574208.5503494362,-576747.2888063858,78770566551.6102,0.094937649905836
2023-04-15 16:25:00,-32293019.383056648,-12781246.577460276,-21051168.168373276,-3559334.489925649,-574347.1563289111,78454375070.79341,0.09458441666802377
2023-04-15 16:30:00,-32235588.10358045,-12728830.219430009,-20999865.700307067,-3544737.5294615235,-571991.7377085636,78144083480.43799,0.09423777449144131
2023-04-15 16:35:00,-32179204.227631066,-12677361.826952633,-20949495.13538248,-3530404.5594045324,-569678.9175402764,77839404941.34021,0.09389740293378214
2023-04-15 16:40:00,-32123931.52222405,-12626852.124874748,-20900091.26375492,-3516338.5664208177,-567409.177763359,77540410884.46892,0.09356338179405237
2023-04-15 16:45:00,-32069749.482957657,-12577283.32048117,-20851636.199408226,-3502534.5955770365,-565181.7188317489,77246995827.3215,0.09323559323254113
2023-04-15 16:50:00,-32016637.727563955,-12528637.85817311,-20804112.224107955,-3488987.7579722595,-562995.7518546145,76959055670.04323,0.09291392095412036
2023-04-15 16:55:00,-31964576.23562568,-12480898.510415938,-20757501.94183261,-3475693.256065199,-560850.502683248,76676488255.20259,0.09259825083363972
2023-04-15 17:00:00,-31890346.269132048,-12434048.3716061,-20700953.54100406,-3462646.381966256,-558745.2116354642,76399193331.54749,0.09228847087543662
2023-04-15 17:05:00,-31817539.232846506,-12388070.852052305,-20645477.237452723,-3449842.5157614015,-556679.1332251355,76127072518.43726,0.09198447117360183
2023-04-15 17:10:00,-31746128.51032333,-12342949.672068983,-20591052.997271117,-3437277.123867311,-554651.535896771,75860029270.93848,0.09168614387298567
2023-04-15 17:15:00,-31677262.777371828,-12299087.117187543,-20538405.170535956,-3425062.235166151,-552680.4970381747,75600562276.14674,0.09139628038067045
2023-04-15 17:20:00,-31610404.894197263,-12256285.388987541,-20487190.516872007,-3413142.766553492,-550757.1282393137,75347449325.3182,0.09111351530731986
2023-04-15 17:25:00,-31544834.609064627,-12214281.54472535,-20436949.852044754,-3401445.4934678185,-548869.613718671,75099064250.68324,0.09083603198009388
2023-04-15 17:30:00,-31480525.690163404,-12173059.890792243,-20387663.595501248,-3389966.04553708,-547017.2482571201,74855313850.98897,0.09056372627887885
2023-04-15 17:35:00,-31417935.00858459,-12132776.868085906,-20339618.184159283,-3378747.9885808844,-545207.061793734,74617172157.4005,0.0902976863421087
2023-04-15 17:40:00,-31356551.428135365,-12093244.50389101,-20292487.111111205,-3367738.975767115,-543430.6074533304,74383477518.5701,0.09003661443175812
2023-04-15 17:45:00,-31296350.79884774,-12054448.22629916,-20246252.2919642,-3356934.9490959668,-541687.2304223042,74154143442.41824,0.08978041392296979
2023-04-15 17:50:00,-31237310.890498836,-12016374.307014512,-20200896.93290458,-3346332.0854977095,-539976.3137962219,73929088564.19078,0.08952899391912789
