;total_inflow;.t;.in_out_RZ
2024-08-01 16:20:00;0,10543812811374664;0,6770833333333334;0,10543812811374664
2024-08-01 16:25:00;0,10600914061069489;0,6805555555555556;0,10600914061069489
2024-08-01 16:30:00;0,10656801611185074;0,6840277777777778;0,10656801611185074
2024-08-01 16:35:00;0,10711459815502167;0,6875;0,10711459815502167
2024-08-01 16:40:00;0,10764868557453156;0,6909722222222222;0,10764868557453156
2024-08-01 16:45:00;0,1081700548529625;0,6944444444444444;0,1081700548529625
2024-08-01 16:50:00;0,10867852717638016;0,6979166666666666;0,10867852717638016
2024-08-01 16:55:00;0,10917384922504425;0,7013888888888888;0,10917384922504425
2024-08-01 17:00:00;0,10965581983327866;0,7048611111111112;0,10965581983327866
2024-08-01 17:05:00;0,11012429744005203;0,7083333333333334;0,11012429744005203
2024-08-01 17:10:00;0,1105792447924614;0,7118055555555556;0,1105792447924614
2024-08-01 17:15:00;0,11102064698934555;0,7152777777777778;0,11102064698934555
2024-08-01 17:20:00;0,11144857108592987;0,71875;0,11144857108592987
2024-08-01 17:25:00;0,1118631511926651;0,7222222222222222;0,1118631511926651
2024-08-01 17:30:00;0,11226453632116318;0,7256944444444444;0,11226453632116318
2024-08-01 17:35:00;0,11265289783477783;0,7291666666666666;0,11265289783477783
2024-08-01 17:40:00;0,1130283921957016;0,7326388888888888;0,1130283921957016
2024-08-01 17:45:00;0,11339116096496582;0,7361111111111112;0,11339116096496582
2024-08-01 17:50:00;0,11374133825302124;0,7395833333333334;0,11374133825302124
2024-08-01 17:55:00;0,11407898366451263;0,7430555555555556;0,11407898366451263
2024-08-01 18:00:00;0,11440420150756836;0,7465277777777778;0,11440420150756836
2024-08-01 18:05:00;0,11471705138683319;0,75;0,11471705138683319
2024-08-01 18:10:00;0,1150176152586937;0,7534722222222222;0,1150176152586937
2024-08-01 18:15:00;0,11530603468418121;0,7569444444444444;0,11530603468418121
2024-08-01 18:20:00;0,11558251082897186;0,7604166666666666;0,11558251082897186
2024-08-01 18:25:00;0,11584729701280594;0,7638888888888888;0,11584729701280594
2024-08-01 18:30:00;0,1161007210612297;0,7673611111111112;0,1161007210612297
2024-08-01 18:35:00;0,11634320765733719;0,7708333333333334;0,11634320765733719
2024-08-01 18:40:00;0,11657518893480301;0,7743055555555556;0,11657518893480301
2024-08-01 18:45:00;0,11679714918136597;0,7777777777777778;0,11679714918136597
2024-08-01 18:50:00;0,11700959503650665;0,78125;0,11700959503650665
2024-08-01 18:55:00;0,11721302568912506;0,7847222222222222;0,11721302568912506
2024-08-01 19:00:00;0,11740792542695999;0,7881944444444444;0,11740792542695999
2024-08-01 19:05:00;0,11759477108716965;0,7916666666666666;0,11759477108716965
2024-08-01 19:10:00;0,11777400225400925;0,7951388888888888;0,11777400225400925
2024-08-01 19:15:00;0,11794602870941162;0,7986111111111112;0,11794602870941162
2024-08-01 19:20:00;0,11811119318008423;0,8020833333333334;0,11811119318008423
2024-08-01 19:25:00;0,11826977133750916;0,8055555555555556;0,11826977133750916
2024-08-01 19:30:00;0,11842203885316849;0,8090277777777778;0,11842203885316849
2024-08-01 19:35:00;0,11856825649738312;0,8125;0,11856825649738312
2024-08-01 19:40:00;0,11870882660150528;0,8159722222222222;0,11870882660150528
2024-08-01 19:45:00;0,11884427815675735;0,8194444444444444;0,11884427815675735
2024-08-01 19:50:00;0,11897541582584381;0,8229166666666666;0,11897541582584381
2024-08-01 19:55:00;0,1191033273935318;0,8263888888888888;0,1191033273935318
2024-08-01 20:00:00;0,11922932416200638;0,8298611111111112;0,11922932416200638
2024-08-01 20:05:00;0,11935499310493469;0,8333333333333334;0,11935499310493469
2024-08-01 20:10:00;0,11948206275701523;0,8368055555555556;0,11948206275701523
