;total_inflow;.t;.in_out_ES
2024-09-01 15:10:00;0,013296394608914852;0,6284722222222222;0,013296394608914852
2024-09-01 15:15:00;0,013474268838763237;0,6319444444444444;0,013474268838763237
2024-09-01 15:20:00;0,013658499345183372;0,6354166666666666;0,013658499345183372
2024-09-01 15:25:00;0,013843822292983532;0,6388888888888888;0,013843822292983532
2024-09-01 15:30:00;0,01403023861348629;0,6423611111111112;0,01403023861348629
2024-09-01 15:35:00;0,014217746444046497;0,6458333333333334;0,014217746444046497
2024-09-01 15:40:00;0,014406341128051281;0,6493055555555556;0,014406341128051281
2024-09-01 15:45:00;0,014596020802855492;0,6527777777777778;0,014596020802855492
2024-09-01 15:50:00;0,014786781743168831;0,65625;0,014786781743168831
2024-09-01 15:55:00;0,014978620223701;0,6597222222222222;0,014978620223701
2024-09-01 16:00:00;0,01517153438180685;0,6631944444444444;0,01517153438180685
2024-09-01 16:05:00;0,015365520492196083;0,6666666666666666;0,015365520492196083
2024-09-01 16:10:00;0,015560575760900974;0,6701388888888888;0,015560575760900974
2024-09-01 16:15:00;0,015756696462631226;0,6736111111111112;0,015756696462631226
2024-09-01 16:20:00;0,015953877940773964;0,6770833333333334;0,015953877940773964
2024-09-01 16:25:00;0,016152119264006615;0,6805555555555556;0,016152119264006615
2024-09-01 16:30:00;0,01635141670703888;0,6840277777777778;0,01635141670703888
2024-09-01 16:35:00;0,01655176840722561;0,6875;0,01655176840722561
2024-09-01 16:40:00;0,016753166913986206;0,6909722222222222;0,016753166913986206
2024-09-01 16:45:00;0,01695561222732067;0,6944444444444444;0,01695561222732067
2024-09-01 16:50:00;0,01715901494026184;0,6979166666666666;0,01715901494026184
2024-09-01 16:55:00;0,01736326515674591;0,7013888888888888;0,01736326515674591
2024-09-01 17:00:00;0,017568545415997505;0,7048611111111112;0,017568545415997505
2024-09-01 17:05:00;0,017774853855371475;0,7083333333333334;0,017774853855371475
2024-09-01 17:10:00;0,017982186749577522;0,7118055555555556;0,017982186749577522
2024-09-01 17:15:00;0,018190540373325348;0,7152777777777778;0,018190540373325348
2024-09-01 17:20:00;0,018399911001324654;0,71875;0,018399911001324654
2024-09-01 17:25:00;0,01861029490828514;0,7222222222222222;0,01861029490828514
2024-09-01 17:30:00;0,01882169023156166;0,7256944444444444;0,01882169023156166
2024-09-01 17:35:00;0,019034091383218765;0,7291666666666666;0,019034091383218765
2024-09-01 17:40:00;0,019247496500611305;0,7326388888888888;0,019247496500611305
2024-09-01 17:45:00;0,01946190372109413;0,7361111111111112;0,01946190372109413
2024-09-01 17:50:00;0,019677305594086647;0,7395833333333334;0,019677305594086647
2024-09-01 17:55:00;0,019893700256943703;0,7430555555555556;0,019893700256943703
2024-09-01 18:00:00;0,02011108584702015;0,7465277777777778;0,02011108584702015
2024-09-01 18:05:00;0,020329458639025688;0,75;0,020329458639025688
2024-09-01 18:10:00;0,020548811182379723;0,7534722222222222;0,020548811182379723
2024-09-01 18:15:00;0,0207691453397274;0,7569444444444444;0,0207691453397274
